customer ID,real event,real date,predicted event,predicted date
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
134,new subscription,2023-06-10,new subscription,2023-06-11
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
479,new subscription,2023-06-09,new subscription,2023-06-09
11251,pause subscription,2023-06-18,pause subscription,2023-06-18
3415,cancel subscription,2023-06-11,cancel subscription,2023-06-09
3729,new subscription,2023-06-06,change subscription,2023-06-19
2318,change subscription,2023-06-10,pause subscription (failed payment),2023-06-08
3084,reactivate subscription,2023-06-06,pause subscription (failed payment),2023-06-08
2977,pause subscription (failed payment),2023-07-03,pause subscription (failed payment),2023-07-03
3638,cancel subscription,2023-07-05,cancel subscription,2023-07-05
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11366,pause subscription,2023-06-12,pause subscription,2023-06-12
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
1239,new subscription,2023-06-17,new subscription,2023-06-17
11324,reactivate subscription,2023-06-07,pause subscription,2023-06-07
1718,pause subscription (failed payment),2023-06-06,pause subscription (failed payment),2023-06-06
1394,reactivate subscription,2023-07-03,reactivate subscription,2023-07-03
3219,change subscription,2023-06-19,change subscription,2023-06-08
666,create customer,2023-06-06,create customer,2023-06-06
2362,cancel subscription,2023-07-05,cancel subscription,2023-07-05
1394,reactivate subscription,2023-07-03,reactivate subscription,2023-07-03
1828,new subscription,2023-06-21,new subscription,2023-06-21
1230,change subscription,2023-06-14,change subscription,2023-06-14
2313,pause subscription (failed payment),2023-06-11,pause subscription (failed payment),2023-06-11
2953,reactivate subscription,2023-06-10,change subscription,2023-06-18
11960,cancel subscription,2023-06-09,cancel subscription,2023-06-19
13166,pause subscription,2023-06-11,reactivate subscription,2023-07-06
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
963,pause subscription,2023-07-06,pause subscription,2023-07-06
11132,reactivate subscription,2023-06-13,reactivate subscription,2023-06-13
2690,new subscription,2023-06-22,new subscription,2023-06-22
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
2464,new subscription,2023-07-01,new subscription,2023-07-01
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
272,change subscription,2023-06-27,change subscription,2023-06-27
11773,pause subscription,2023-06-08,pause subscription,2023-06-12
3765,change subscription,2023-06-16,change subscription,2023-06-06
45,change subscription,2023-06-13,change subscription,2023-06-14
272,change subscription,2023-06-27,change subscription,2023-06-27
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
3229,new subscription,2023-06-13,new subscription,2023-06-13
1270,change subscription,2023-06-10,change subscription,2023-06-16
10203,change subscription,2023-06-19,change subscription,2023-06-20
875,cancel subscription,2023-06-11,cancel subscription,2023-06-09
1376,pause subscription,2023-06-12,pause subscription (failed payment),2023-06-06
13356,cancel subscription,2023-06-20,cancel subscription,2023-06-20
12181,pause subscription,2023-06-25,pause subscription,2023-06-25
12841,reactivate subscription,2023-06-06,reactivate subscription,2023-06-06
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
2780,pause subscription,2023-06-15,pause subscription,2023-06-15
12181,pause subscription,2023-06-25,pause subscription,2023-06-25
1860,change subscription,2023-06-13,change subscription,2023-06-13
3084,pause subscription (failed payment),2023-06-08,pause subscription (failed payment),2023-06-08
2748,change subscription,2023-06-12,cancel subscription,2023-06-06
1830,pause subscription,2023-06-13,pause subscription,2023-06-12
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
12761,pause subscription,2023-06-09,pause subscription,2023-06-09
3411,change subscription,2023-06-15,cancel subscription,2023-06-15
722,new subscription,2023-06-06,new subscription,2023-06-09
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
741,pause subscription,2023-06-11,reactivate subscription,2023-06-09
2519,new subscription,2023-06-10,new subscription,2023-06-09
1728,pause subscription,2023-06-10,pause subscription,2023-06-16
11322,cancel subscription,2023-06-07,cancel subscription,2023-06-18
2664,new subscription,2023-06-11,new subscription,2023-06-11
2780,pause subscription,2023-06-15,pause subscription,2023-06-15
1794,new subscription,2023-06-07,change subscription,2023-06-11
1765,pause subscription,2023-06-11,pause subscription,2023-06-10
770,change subscription,2023-06-12,change subscription,2023-06-14
13279,cancel subscription,2023-06-15,cancel subscription,2023-06-15
462,reactivate subscription,2023-06-08,pause subscription,2023-06-13
2956,cancel subscription,2023-06-09,pause subscription,2023-06-09
12740,cancel subscription,2023-06-12,cancel subscription,2023-06-12
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
10819,pause subscription,2023-06-09,pause subscription,2023-06-09
3638,cancel subscription,2023-07-05,cancel subscription,2023-07-06
412,change subscription,2023-06-18,new subscription,2023-06-11
758,reactivate subscription,2023-06-10,change subscription,2023-06-11
958,change subscription,2023-06-14,change subscription,2023-06-14
2953,pause subscription,2023-06-11,pause subscription,2023-06-11
668,change subscription,2023-06-27,change subscription,2023-06-27
1394,reactivate subscription,2023-07-03,reactivate subscription,2023-07-03
11382,pause subscription,2023-06-10,pause subscription,2023-06-14
2994,reactivate subscription,2023-06-12,reactivate subscription,2023-06-12
10072,pause subscription,2023-06-12,change subscription,2023-06-18
1993,change subscription,2023-06-07,reactivate subscription,2023-06-09
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
10077,reactivate subscription,2023-06-12,reactivate subscription,2023-06-12
13279,cancel subscription,2023-06-15,cancel subscription,2023-06-15
823,change subscription,2023-06-17,change subscription,2023-06-17
13356,cancel subscription,2023-06-20,cancel subscription,2023-06-20
3229,new subscription,2023-06-13,new subscription,2023-06-13
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
3230,cancel subscription,2023-06-09,cancel subscription,2023-06-09
3113,pause subscription (failed payment),2023-07-05,pause subscription (failed payment),2023-07-05
3945,cancel subscription,2023-06-08,cancel subscription,2023-06-08
1239,new subscription,2023-06-17,new subscription,2023-06-17
1096,change subscription,2023-06-10,change subscription,2023-06-10
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
2690,new subscription,2023-06-22,new subscription,2023-06-22
2290,change subscription,2023-06-11,change subscription,2023-06-14
3728,change subscription,2023-06-19,change subscription,2023-06-19
1096,cancel subscription,2023-06-10,cancel subscription,2023-06-10
12627,reactivate subscription,2023-06-07,pause subscription (failed payment),2023-06-07
11842,reactivate subscription,2023-06-08,reactivate subscription,2023-06-08
963,pause subscription,2023-07-06,pause subscription,2023-07-06
823,change subscription,2023-06-17,change subscription,2023-06-17
2702,reactivate subscription,2023-06-06,pause subscription (failed payment),2023-06-06
1239,new subscription,2023-06-17,new subscription,2023-06-17
2702,reactivate subscription,2023-06-08,create customer,2023-06-06
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
572,change subscription,2023-06-14,change subscription,2023-06-17
3632,pause subscription,2023-06-16,pause subscription,2023-06-16
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11538,cancel subscription,2023-06-06,cancel subscription,2023-06-06
963,pause subscription,2023-07-06,pause subscription,2023-07-06
3084,pause subscription (failed payment),2023-06-08,pause subscription (failed payment),2023-06-08
2953,reactivate subscription,2023-06-10,reactivate subscription,2023-06-10
1369,new subscription,2023-06-12,new subscription,2023-06-08
2547,pause subscription (failed payment),2023-06-06,pause subscription (failed payment),2023-06-06
3146,change subscription,2023-06-17,change subscription,2023-06-17
3587,change subscription,2023-06-09,change subscription,2023-06-20
272,change subscription,2023-06-27,change subscription,2023-06-27
370,cancel subscription,2023-06-12,change subscription,2023-06-15
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
329,reactivate subscription,2023-06-09,cancel subscription,2023-06-09
496,new subscription,2023-06-26,new subscription,2023-06-26
3144,change subscription,2023-06-11,new subscription,2023-06-13
623,pause subscription,2023-06-09,pause subscription,2023-06-12
3854,pause subscription,2023-06-09,pause subscription,2023-06-29
12978,pause subscription,2023-06-08,pause subscription,2023-06-08
1471,pause subscription,2023-07-04,pause subscription,2023-07-04
3215,reactivate subscription,2023-06-09,reactivate subscription,2023-06-09
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
12020,cancel subscription,2023-06-08,cancel subscription,2023-06-08
1408,new subscription,2023-06-08,new subscription,2023-06-12
2977,pause subscription (failed payment),2023-07-03,pause subscription (failed payment),2023-07-03
3528,new subscription,2023-06-12,new subscription,2023-06-13
2629,new subscription,2023-06-09,new subscription,2023-06-08
12010,pause subscription,2023-06-17,pause subscription,2023-06-17
666,create customer,2023-06-07,create customer,2023-06-07
247,pause subscription,2023-06-06,change subscription,2023-06-18
1727,change subscription,2023-06-26,change subscription,2023-06-26
1530,pause subscription,2023-06-14,pause subscription,2023-06-14
10093,new subscription,2023-06-11,new subscription,2023-06-07
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
2953,cancel subscription,2023-06-06,pause subscription,2023-06-13
1061,change subscription,2023-06-12,cancel subscription,2023-06-09
2142,change subscription,2023-06-06,change subscription,2023-06-13
1239,new subscription,2023-06-17,new subscription,2023-06-17
1478,new subscription,2023-06-08,new subscription,2023-06-08
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
11413,cancel subscription,2023-06-10,pause subscription,2023-06-13
12432,pause subscription,2023-06-08,change subscription,2023-06-08
1339,new subscription,2023-06-06,new subscription,2023-06-12
1281,change subscription,2023-06-09,change subscription,2023-06-09
2351,cancel subscription,2023-06-11,cancel subscription,2023-06-11
1471,pause subscription,2023-07-04,pause subscription,2023-07-04
666,create customer,2023-06-07,create customer,2023-06-07
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
2690,new subscription,2023-06-22,new subscription,2023-06-22
3739,new subscription,2023-06-13,new subscription,2023-06-13
11132,reactivate subscription,2023-06-13,reactivate subscription,2023-06-13
2376,pause subscription,2023-06-12,reactivate subscription,2023-06-11
5941e8eec3404ebbb8cf2744ef542508,create customer,2023-06-06,create customer,2023-06-06
2718,pause subscription,2023-06-10,pause subscription,2023-06-12
1094,cancel subscription,2023-06-06,cancel subscription,2023-06-06
2402,change subscription,2023-06-11,change subscription,2023-06-14
11912,pause subscription,2023-06-17,pause subscription,2023-06-17
3033,pause subscription,2023-06-10,pause subscription,2023-06-11
2874,cancel subscription,2023-06-11,cancel subscription,2023-06-11
10497,cancel subscription,2023-06-07,cancel subscription,2023-06-11
2313,pause subscription (failed payment),2023-06-11,pause subscription (failed payment),2023-06-11
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
14132,new subscription,2023-06-06,change subscription,2023-06-18
11330,cancel subscription,2023-06-06,cancel subscription,2023-06-06
2702,reactivate subscription,2023-06-08,reactivate subscription,2023-06-08
1874,new subscription,2023-06-23,new subscription,2023-06-23
412,pause subscription,2023-07-05,pause subscription,2023-07-05
2690,new subscription,2023-06-22,new subscription,2023-06-22
496,new subscription,2023-06-26,new subscription,2023-06-26
11912,pause subscription,2023-06-17,pause subscription,2023-06-17
2319,pause subscription,2023-06-19,pause subscription,2023-06-19
12740,cancel subscription,2023-06-12,cancel subscription,2023-06-12
1706,pause subscription (failed payment),2023-06-07,pause subscription (failed payment),2023-06-07
3372,new subscription,2023-06-23,new subscription,2023-06-23
10285,change subscription,2023-06-10,change subscription,2023-06-20
812,cancel subscription,2023-06-11,cancel subscription,2023-06-07
11843,cancel subscription,2023-06-06,cancel subscription,2023-06-06
1292,pause subscription,2023-06-13,new subscription,2023-06-10
2547,pause subscription (failed payment),2023-06-11,pause subscription (failed payment),2023-06-11
1233,new subscription,2023-06-06,cancel subscription,2023-06-07
3562,change subscription,2023-06-14,change subscription,2023-06-13
3027,cancel subscription,2023-06-12,cancel subscription,2023-07-05
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
1585,change subscription,2023-06-20,change subscription,2023-06-20
1471,pause subscription,2023-07-04,pause subscription,2023-07-04
2648,change subscription,2023-06-07,change subscription,2023-06-10
666,create customer,2023-06-07,create customer,2023-06-07
3632,pause subscription,2023-06-16,pause subscription,2023-06-16
2561,cancel subscription,2023-07-06,cancel subscription,2023-07-06
2690,new subscription,2023-06-22,new subscription,2023-06-22
2561,cancel subscription,2023-07-06,cancel subscription,2023-07-06
12067,cancel subscription,2023-06-11,cancel subscription,2023-06-18
304,change subscription,2023-06-15,change subscription,2023-06-15
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
11322,cancel subscription,2023-06-07,cancel subscription,2023-06-18
2977,pause subscription (failed payment),2023-07-03,pause subscription (failed payment),2023-07-03
2561,cancel subscription,2023-07-06,cancel subscription,2023-07-05
13279,cancel subscription,2023-06-15,cancel subscription,2023-06-15
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
35,new subscription,2023-06-08,change subscription,2023-06-27
11376,pause subscription (failed payment),2023-06-07,pause subscription (failed payment),2023-06-07
3209,pause subscription,2023-06-09,pause subscription,2023-06-10
10201,cancel subscription,2023-06-09,cancel subscription,2023-06-06
11842,reactivate subscription,2023-06-08,reactivate subscription,2023-06-08
11712,pause subscription,2023-06-18,pause subscription,2023-06-18
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
10819,pause subscription,2023-06-13,pause subscription,2023-06-13
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
666,create customer,2023-06-06,create customer,2023-06-07
2535,change subscription,2023-06-19,change subscription,2023-06-19
1100,reactivate subscription,2023-06-09,reactivate subscription,2023-06-09
10223,change subscription,2023-07-05,change subscription,2023-07-05
2752,change subscription,2023-06-27,change subscription,2023-06-27
1471,pause subscription,2023-07-04,pause subscription,2023-07-04
963,pause subscription,2023-07-06,pause subscription,2023-07-06
668,change subscription,2023-06-27,change subscription,2023-06-27
3188,new subscription,2023-06-07,cancel subscription,2023-06-09
3020,change subscription,2023-06-15,new subscription,2023-06-12
3229,new subscription,2023-06-13,new subscription,2023-06-13
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
3704,reactivate subscription,2023-06-12,reactivate subscription,2023-06-12
3814,pause subscription,2023-06-17,pause subscription,2023-06-17
1828,new subscription,2023-06-21,new subscription,2023-06-21
1706,pause subscription (failed payment),2023-06-07,pause subscription (failed payment),2023-06-07
2207,change subscription,2023-06-09,change subscription,2023-06-14
12432,pause subscription,2023-06-08,change subscription,2023-06-08
1718,pause subscription (failed payment),2023-06-06,pause subscription (failed payment),2023-06-06
2362,cancel subscription,2023-07-05,cancel subscription,2023-07-05
1874,new subscription,2023-06-23,new subscription,2023-06-23
10819,pause subscription,2023-06-13,pause subscription,2023-06-13
3766,pause subscription,2023-06-10,pause subscription,2023-06-12
11251,pause subscription,2023-06-10,pause subscription,2023-06-18
1874,new subscription,2023-06-23,new subscription,2023-06-23
11132,reactivate subscription,2023-06-13,reactivate subscription,2023-06-13
10819,pause subscription,2023-06-11,pause subscription,2023-06-11
1239,new subscription,2023-06-17,new subscription,2023-06-17
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
3940,pause subscription,2023-06-13,pause subscription,2023-06-13
11350,pause subscription,2023-06-06,pause subscription,2023-06-12
1557,reactivate subscription,2023-06-09,new subscription,2023-06-11
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
185,cancel subscription,2023-06-09,cancel subscription,2023-06-07
2362,cancel subscription,2023-07-05,cancel subscription,2023-07-05
555,change subscription,2023-06-15,new subscription,2023-06-17
11328,reactivate subscription,2023-06-11,reactivate subscription,2023-06-11
496,new subscription,2023-06-26,new subscription,2023-06-26
3638,cancel subscription,2023-07-05,cancel subscription,2023-07-06
aaba190ce13d48cc9ba99141e97a4f0c,change subscription,2023-06-06,create customer,2023-06-06
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
2447,change subscription,2023-06-10,change subscription,2023-06-20
2730,new subscription,2023-06-27,new subscription,2023-06-27
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
2730,new subscription,2023-06-27,new subscription,2023-06-27
2585,change subscription,2023-06-13,new subscription,2023-06-10
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
10819,reactivate subscription,2023-06-06,reactivate subscription,2023-06-06
3566,pause subscription,2023-06-10,pause subscription,2023-06-10
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
693,change subscription,2023-06-15,new subscription,2023-06-11
972,pause subscription,2023-07-03,pause subscription,2023-07-03
4001,new subscription,2023-06-10,change subscription,2023-06-06
1263,change subscription,2023-06-10,change subscription,2023-06-10
3621,new subscription,2023-06-08,new subscription,2023-06-10
13356,cancel subscription,2023-06-20,cancel subscription,2023-06-20
3710,new subscription,2023-06-11,reactivate subscription,2023-06-13
10328,change subscription,2023-06-07,change subscription,2023-06-18
2977,pause subscription (failed payment),2023-07-03,pause subscription (failed payment),2023-07-03
13279,cancel subscription,2023-06-15,cancel subscription,2023-06-15
2690,new subscription,2023-06-22,new subscription,2023-06-22
2120,change subscription,2023-06-15,change subscription,2023-06-18
10252,change subscription,2023-07-05,change subscription,2023-07-05
523,new subscription,2023-06-08,new subscription,2023-07-01
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
10252,change subscription,2023-07-05,change subscription,2023-07-05
2557,change subscription,2023-06-07,change subscription,2023-06-21
755,cancel subscription,2023-06-07,cancel subscription,2023-06-06
11793,pause subscription (failed payment),2023-06-11,pause subscription (failed payment),2023-06-11
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
11798,pause subscription (failed payment),2023-06-08,pause subscription (failed payment),2023-06-08
3946,pause subscription,2023-06-19,pause subscription,2023-06-19
3728,change subscription,2023-06-19,change subscription,2023-06-19
3372,new subscription,2023-06-23,new subscription,2023-06-23
10851,reactivate subscription,2023-07-02,reactivate subscription,2023-07-02
11251,pause subscription,2023-06-18,pause subscription,2023-06-18
3976,change subscription,2023-06-06,change subscription,2023-06-27
944,change subscription,2023-06-21,pause subscription,2023-06-06
13460,pause subscription,2023-06-10,change subscription,2023-06-15
2068,change subscription,2023-06-12,cancel subscription,2023-06-09
1828,new subscription,2023-06-21,new subscription,2023-06-21
12181,pause subscription,2023-06-25,pause subscription,2023-06-25
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
496,new subscription,2023-06-26,new subscription,2023-06-26
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
668,change subscription,2023-06-27,change subscription,2023-06-27
12181,pause subscription,2023-06-25,pause subscription,2023-06-25
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
1320,reactivate subscription,2023-06-09,reactivate subscription,2023-06-09
2947,pause subscription,2023-06-14,pause subscription,2023-06-14
5941e8eec3404ebbb8cf2744ef542508,create customer,2023-06-06,create customer,2023-06-06
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
1828,new subscription,2023-06-21,new subscription,2023-06-21
3739,new subscription,2023-06-13,new subscription,2023-06-13
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11251,reactivate subscription,2023-06-06,reactivate subscription,2023-06-06
666,create customer,2023-06-07,create customer,2023-06-07
13279,cancel subscription,2023-06-15,cancel subscription,2023-06-15
1471,pause subscription,2023-07-04,pause subscription,2023-07-04
10336,reactivate subscription,2023-07-06,reactivate subscription,2023-07-06
607,reactivate subscription,2023-06-18,reactivate subscription,2023-06-18
3638,cancel subscription,2023-07-05,cancel subscription,2023-07-06
3728,change subscription,2023-06-19,change subscription,2023-06-19
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
173,new subscription,2023-07-01,new subscription,2023-07-01
804,pause subscription,2023-06-11,pause subscription,2023-06-09
3988,change subscription,2023-06-19,change subscription,2023-06-19
1874,new subscription,2023-06-23,new subscription,2023-06-23
410,pause subscription (failed payment),2023-06-08,pause subscription (failed payment),2023-06-08
412,pause subscription,2023-07-05,pause subscription,2023-07-05
2806,change subscription,2023-06-16,change subscription,2023-06-08
11376,pause subscription (failed payment),2023-06-07,pause subscription (failed payment),2023-06-07
2267,change subscription,2023-06-21,change subscription,2023-06-15
13848,new subscription,2023-06-06,new subscription,2023-06-10
2690,new subscription,2023-06-22,new subscription,2023-06-22
3113,pause subscription (failed payment),2023-07-05,pause subscription (failed payment),2023-07-05
2953,reactivate subscription,2023-06-10,pause subscription (failed payment),2023-06-08
11536,pause subscription,2023-06-11,pause subscription,2023-06-09
443,change subscription,2023-06-14,change subscription,2023-06-17
3946,pause subscription,2023-06-19,pause subscription,2023-06-19
3435,reactivate subscription,2023-06-06,cancel subscription,2023-06-08
3084,pause subscription (failed payment),2023-06-08,pause subscription (failed payment),2023-06-08
12567,cancel subscription,2023-06-06,pause subscription,2023-06-25
801,pause subscription,2023-07-05,pause subscription,2023-07-05
2687,change subscription,2023-06-13,cancel subscription,2023-06-15
2014,reactivate subscription,2023-06-10,reactivate subscription,2023-06-11
236,change subscription,2023-06-08,change subscription,2023-06-20
13814,pause subscription,2023-06-12,pause subscription,2023-06-13
400,change subscription,2023-06-12,change subscription,2023-06-14
11712,pause subscription,2023-06-18,pause subscription,2023-06-18
10405,reactivate subscription,2023-06-11,reactivate subscription,2023-06-11
3728,change subscription,2023-06-19,change subscription,2023-06-19
668,change subscription,2023-06-27,change subscription,2023-06-27
3482,cancel subscription,2023-06-08,cancel subscription,2023-06-10
496,new subscription,2023-06-26,new subscription,2023-06-26
2690,new subscription,2023-06-22,new subscription,2023-06-22
1874,new subscription,2023-06-23,new subscription,2023-06-23
3084,reactivate subscription,2023-06-06,pause subscription (failed payment),2023-06-06
2780,pause subscription,2023-06-15,pause subscription,2023-06-15
823,change subscription,2023-06-17,change subscription,2023-06-17
13649,pause subscription,2023-06-12,pause subscription,2023-06-12
3537,cancel subscription,2023-06-07,change subscription,2023-06-17
2474,change subscription,2023-06-06,cancel subscription,2023-06-08
2144,change subscription,2023-06-12,change subscription,2023-06-14
10188,change subscription,2023-06-07,create customer,2023-06-06
752,reactivate subscription,2023-06-11,reactivate subscription,2023-06-11
13182,pause subscription,2023-06-17,pause subscription,2023-06-17
10084,change subscription,2023-06-06,change subscription,2023-06-09
3670,pause subscription,2023-06-09,pause subscription,2023-06-18
3781,new subscription,2023-06-08,new subscription,2023-06-07
11947,pause subscription,2023-06-29,pause subscription,2023-06-29
2535,change subscription,2023-06-07,change subscription,2023-06-19
11370,cancel subscription,2023-06-09,cancel subscription,2023-06-10
89,change subscription,2023-06-18,new subscription,2023-06-09
13464,pause subscription,2023-06-13,pause subscription,2023-06-13
823,change subscription,2023-06-17,change subscription,2023-06-17
848,cancel subscription,2023-07-04,cancel subscription,2023-07-04
285,change subscription,2023-06-11,new subscription,2023-06-09
1366,change subscription,2023-06-15,change subscription,2023-06-18
290,new subscription,2023-06-09,change subscription,2023-06-14
11849,pause subscription,2023-06-09,pause subscription,2023-06-10
1394,reactivate subscription,2023-07-03,reactivate subscription,2023-07-03
1003,change subscription,2023-06-12,change subscription,2023-06-20
11332,cancel subscription,2023-06-11,cancel subscription,2023-07-05
2777,change subscription,2023-06-20,change subscription,2023-06-20
972,pause subscription,2023-07-03,pause subscription,2023-07-03
11976,cancel subscription,2023-06-19,cancel subscription,2023-06-19
11713,cancel subscription,2023-06-08,cancel subscription,2023-06-10
1094,pause subscription,2023-06-09,pause subscription,2023-06-12
2953,reactivate subscription,2023-06-10,reactivate subscription,2023-06-10
1442,change subscription,2023-06-13,change subscription,2023-06-14
1239,new subscription,2023-06-17,new subscription,2023-06-17
3204,change subscription,2023-06-16,change subscription,2023-06-16
335,change subscription,2023-06-10,change subscription,2023-06-18
11440,cancel subscription,2023-06-18,cancel subscription,2023-06-18
2319,pause subscription,2023-06-19,pause subscription,2023-06-19
2906,cancel subscription,2023-06-06,change subscription,2023-06-15
2690,new subscription,2023-06-22,new subscription,2023-06-22
3113,pause subscription (failed payment),2023-07-05,pause subscription (failed payment),2023-07-05
963,pause subscription,2023-07-06,pause subscription,2023-07-06
